"date","FL152090005.Q","FL152090006.Q","FL152000005.Q","FL152000006.Q","FL154190005.Q","FL154190006.Q","LM152010005.Q","LM152010006.Q","FL154090005.Q","FL154090006.Q","FL153165105.Q","FL153165106.Q","FL153166000.Q","FL153166006.Q","FL154199005.Q","FL154199006.Q","LM155035015.Q","LM155035016.Q","LM155111005.Q","LM155111006.Q","LM162010005.Q","LM162010006.Q","FL154000025.Q","FL154000026.Q","LM153064105.Q","LM153064106.Q","LM153064175.Q","LM153064176.Q","LM154022005.Q","LM154022006.Q","LM154022075.Q","LM154022076.Q","FL594190045.Q","FL594190046.Q","LM152090205.Q","LM152090206.Q","FL153099005.Q","FL153099006.Q","FC152090005.Q","FC153064475.Q","FC154022375.Q","FC155035005.Q","FC152090045.Q","FA156012005.Q"
"1990:Q1", 22017912,520.16, 25550767,603.62, 3532855, 83.46, 9869598,233.16, 15681169,370.46, 2335399, 55.17, 792320,18.72, 405136, 9.57, 7012984,165.68,1966983,46.47, 889631,21.02, 3502334, 82.74, 1773060, 41.89,  505439,11.94,1162877,27.47, 372157, 8.79, 3468392, 81.94, 3016393, 71.26,1880517,44.43,   45391, -144262,   7306,    8303,  174045, 4232899
"1989:Q4", 21972521,530.85, 25437133,614.55, 3464612, 83.70, 9817681,237.19, 15619452,377.36, 2260581, 54.61, 809285,19.55, 394746, 9.54, 6994317,168.98,1925583,46.52, 897781,21.69, 3473737, 83.92, 1886378, 45.57,  536383,12.96,1164669,28.14, 363060, 8.77, 3403461, 82.23, 2996828, 72.40,1794937,43.36,  397778,   81571,  14380,  111535,  190292, 4139149
"1989:Q3", 21574743,529.87, 24955855,612.90, 3381112, 83.04, 9674610,237.60, 15281245,375.30, 2211154, 54.30, 784207,19.26, 385751, 9.47, 6893169,169.29,1896180,46.57, 885261,21.74, 3415097, 83.87, 1808312, 44.41,  532878,13.09,1148622,28.21, 364727, 8.96, 3325195, 81.67, 2969623, 72.93,1716791,42.16,  541253,  174255,  36636,  208241,  122120, 4071738
"1989:Q2", 21033490,523.05, 24330230,605.03, 3296740, 81.98, 9431993,234.55, 14898237,370.48, 2146954, 53.39, 769617,19.14, 380169, 9.45, 6695064,166.49,1864020,46.35, 872909,21.71, 3358176, 83.51, 1675815, 41.67,  491119,12.21,1121750,27.89, 354962, 8.83, 3246963, 80.74, 2954342, 73.47,1695109,42.15,  422740,  123184,  33321,  145260,  120974, 4021334
"1989:Q1", 20610750,517.74, 23819044,598.34, 3208293, 80.59, 9256889,232.53, 14562155,365.80, 2089337, 52.48, 753193,18.92, 365763, 9.19, 6562274,164.84,1836070,46.12, 858545,21.57, 3341619, 83.94, 1593387, 40.03,  450363,11.31,1100640,27.65, 342751, 8.61, 3168303, 79.59, 2918621, 73.32,1646470,41.36,  433891,   94214,  35429,  124719,  179530, 3980878
"1988:Q4", 20176859,518.22, 23340497,599.47, 3163638, 81.25, 9094409,233.58, 14246088,365.89, 2055294, 52.79, 745206,19.14, 363138, 9.33, 6448126,165.61,1800326,46.24, 845957,21.73, 3308036, 84.96, 1525881, 39.19,  423656,10.88,1063083,27.30, 344880, 8.86, 3090033, 79.36, 2877591, 73.91,1612929,41.43,  494603,  114625,  87512,  120694,  171771, 3893495
"1988:Q3", 19682256,515.50, 22771312,596.40, 3089056, 80.91, 8929484,233.87, 13841828,362.53, 2000012, 52.38, 725838,19.01, 363206, 9.51, 6339667,166.04,1758374,46.05, 831443,21.78, 3243284, 84.95, 1405668, 36.82,  429244,11.24, 973617,25.50, 346834, 9.08, 3040535, 79.63, 2842805, 74.46,1559843,40.85,  321001,   10139,  47910,  137021,  125931, 3818096
"1988:Q2", 19361256,518.56, 22369254,599.13, 3007998, 80.56, 8751511,234.40, 13617743,364.73, 1942504, 52.03, 710128,19.02, 355366, 9.52, 6213264,166.41,1719034,46.04, 819213,21.94, 3202312, 85.77, 1376542, 36.87,  448231,12.01, 926434,24.81, 346107, 9.27, 2990833, 80.11, 2812747, 75.34,1514538,40.56,  433835,   93968,  36907,  196746,  106215, 3733634
"1988:Q1", 18927421,518.40, 21849606,598.44, 2922185, 80.04, 8514062,233.19, 13335544,365.25, 1875971, 51.38, 693732,19.00, 352482, 9.65, 6027537,165.09,1680098,46.02, 806427,22.09, 3178215, 87.05, 1295822, 35.49,  434982,11.91, 894226,24.49, 341408, 9.35, 2940941, 80.55, 2777691, 76.08,1472258,40.32,  507630,  131035,   -126,  154582,  222140, 3651096
"1987:Q4", 18419791,516.85, 21297060,597.58, 2877269, 80.73, 8330141,233.74, 12966919,363.84, 1829012, 51.32, 698640,19.60, 349617, 9.81, 5886157,165.16,1652662,46.37, 791322,22.20, 3097550, 86.92, 1189960, 33.39,  409810,11.50, 891614,25.02, 344147, 9.66, 2891105, 81.12, 2733333, 76.70,1409400,39.55,  -65891, -383082,  -4606,  105220,  216577, 3563869
"1987:Q3", 18485682,530.72, 21294819,611.37, 2809137, 80.65, 8195217,235.28, 13099602,376.09, 1802929, 51.76, 679637,19.51, 326571, 9.38, 5791918,166.28,1625126,46.66, 778173,22.34, 3017089, 86.62, 1481749, 42.54,  501102,14.39, 884211,25.39, 356156,10.23, 2843112, 81.63, 2696523, 77.42,1319660,37.89,  417058,   93193,  49577,  147663,  126626, 3483129
"1987:Q2", 18068625,533.06, 20799985,613.64, 2731360, 80.58, 8009484,236.30, 12790501,377.35, 1752706, 51.71, 660313,19.48, 318341, 9.39, 5652809,166.77,1588428,46.86, 768247,22.66, 2966795, 87.53, 1421873, 41.95,  467786,13.80, 828690,24.45, 362100,10.68, 2795198, 82.46, 2675852, 78.94,1272205,37.53,  289759,    7467,  51900,  153270,   77121, 3389595
"1987:Q1", 17778865,524.10, 20416940,601.86, 2638075, 77.77, 7820609,230.54, 12596331,371.32, 1681564, 49.57, 644317,18.99, 312194, 9.20, 5507465,162.35,1554150,45.81, 758994,22.37, 2923325, 86.18, 1449383, 42.73,  432809,12.76, 771169,22.73, 367721,10.84, 2747175, 80.98, 2657069, 78.33,1247681,36.78,  626513,  294223,  65156,  143152,  123982, 3392286
"1986:Q4", 17152353,514.16, 19784951,593.08, 2632598, 78.92, 7644160,229.14, 12140791,363.94, 1649024, 49.43, 666355,19.97, 317219, 9.51, 5370919,161.00,1522384,45.64, 750857,22.51, 2934556, 87.97, 1230927, 36.90,  357042,10.70, 758333,22.73, 315401, 9.45, 2699044, 80.91, 2626878, 78.74,1218610,36.53,  570162,  177182,  67654,  138535,  186791, 3335966
"1986:Q3", 16582191,500.15, 19127631,576.92, 2545440, 76.78, 7464725,225.15, 11662906,351.77, 1587994, 47.90, 649888,19.60, 307558, 9.28, 5241843,158.10,1482695,44.72, 740187,22.33, 2837033, 85.57, 1069515, 32.26,  341272,10.29, 724451,21.85, 281628, 8.49, 2647671, 79.86, 2599522, 78.41,1161813,35.04,  185208, -148782,  30073,  152137,  151779, 3315453
"1986:Q2", 16396983,499.95, 18855934,574.92, 2458951, 74.97, 7264499,221.50, 11591435,353.43, 1525857, 46.52, 627891,19.14, 305203, 9.31, 5099152,155.47,1436036,43.79, 729311,22.24, 2767522, 84.38, 1189856, 36.28,  369713,11.27, 725203,22.11, 250803, 7.65, 2596161, 79.16, 2565484, 78.22,1126692,34.35,  379580,   57931,  41491,  152267,  127891, 3279727
"1986:Q1", 16017403,494.00, 18410656,567.81, 2393253, 73.81, 7076987,218.26, 11333669,349.55, 1476952, 45.55, 606799,18.71, 309502, 9.55, 4956078,152.85,1402292,43.25, 718617,22.16, 2707029, 83.49, 1145443, 35.33,  356195,10.99, 710590,21.92, 223925, 6.91, 2544588, 78.48, 2544918, 78.49,1100980,33.96,  495508,  171387,  33639,  113573,  176909, 3242404
"1985:Q4", 15521896,488.65, 17891057,563.23, 2369161, 74.58, 6937161,218.39, 10953896,344.84, 1450249, 45.66, 610574,19.22, 308338, 9.71, 4851839,152.74,1377130,43.35, 708192,22.29, 2654047, 83.55, 1014295, 31.93,  315956, 9.95, 710160,22.36, 190717, 6.00, 2492396, 78.46, 2508612, 78.97,1067714,33.61,  500077,  207742,  68368,  177633,   46334, 3176512
"1985:Q3", 15021818,481.45, 17277506,553.74, 2255688, 72.29, 6732066,215.76, 10545440,337.98, 1402164, 44.94, 585905,18.78, 267619, 8.58, 4684390,150.13,1350612,43.29, 697064,22.34, 2628645, 84.25,  865657, 27.74,  256853, 8.23, 676119,21.67, 156389, 5.01, 2439694, 78.19, 2446743, 78.42,1075342,34.46,  205605,  -76228,  46689,  184851,   50293, 3120151
"1985:Q2", 14816214,477.26, 16979892,546.96, 2163678, 69.70, 6521392,210.07, 10458500,336.89, 1343287, 43.27, 559592,18.03, 260799, 8.40, 4508123,145.22,1325633,42.70, 687636,22.15, 2591197, 83.47,  934893, 30.11,  263844, 8.50, 644208,20.75, 141611, 4.56, 2386897, 76.89, 2434438, 78.42,1061412,34.19,  338452,   58016,  29583,  169604,   81249, 3104431
"1985:Q1", 14477762,479.52, 16565847,548.68, 2088085, 69.16, 6324809,209.48, 10241038,339.19, 1304981, 43.22, 536023,17.75, 247081, 8.18, 4345136,143.92,1299468,43.04, 680205,22.53, 2548692, 84.42,  882999, 29.25,  257722, 8.54, 630574,20.89, 125662, 4.16, 2334086, 77.31, 2448780, 81.11,1012522,33.54,  402800,   83827,  84554,  143895,   90524, 3019219
"1984:Q4", 14074961,470.54, 16088808,537.86, 2013847, 67.32, 6150304,205.61,  9938504,332.25, 1243294, 41.56, 526584,17.60, 243969, 8.16, 4209390,140.72,1269583,42.44, 671331,22.44, 2503632, 83.70,  835651, 27.94,  221243, 7.40, 557401,18.63, 114281, 3.82, 2280438, 76.24, 2445060, 81.74, 980798,32.79,  285613,    5889,   2666,  131935,  145122, 2991250
"1984:Q3", 13789349,467.67, 15736116,533.70, 1946767, 66.03, 5993672,203.28,  9742444,330.42, 1211497, 41.09, 501839,17.02, 233431, 7.92, 4087621,138.63,1245869,42.25, 660182,22.39, 2394119, 81.20,  839090, 28.46,  211915, 7.19, 562139,19.07, 106877, 3.62, 2230532, 75.65, 2439217, 82.73, 958554,32.51,  333127,   53748,  42327,  143929,   93123, 2948522
"1984:Q2", 13456222,465.90, 15347252,531.38, 1891030, 65.47, 5826507,201.73,  9520745,329.64, 1177677, 40.78, 479799,16.61, 233554, 8.09, 3953991,136.90,1223634,42.37, 648882,22.47, 2343155, 81.13,  805710, 27.90,  191548, 6.63, 528482,18.30,  98207, 3.40, 2180521, 75.50, 2442995, 84.59, 930127,32.20,  229705,  -70479,  53766,  148424,   97995, 2888212
"1984:Q1", 13226517,469.85, 15052541,534.71, 1826024, 64.87, 5648683,200.66,  9403858,334.05, 1144101, 40.64, 452010,16.06, 229913, 8.17, 3815839,135.55,1195187,42.46, 637657,22.65, 2263701, 80.41,  867350, 30.81,  200387, 7.12, 476061,16.91,  96863, 3.44, 2129056, 75.63, 2453507, 87.16, 916934,32.57,  235357,  -60985,   5493,  183222,  107627, 2815063
"1983:Q4", 12991160,475.44, 14784812,541.08, 1793652, 65.64, 5444411,199.25,  9340401,341.83, 1116384, 40.86, 444878,16.28, 232390, 8.50, 3639466,133.19,1175092,43.00, 629853,23.05, 2200729, 80.54,  930005, 34.04,  198717, 7.27, 476016,17.42,  91415, 3.35, 2078314, 76.06, 2446925, 89.55, 918280,33.61,  102912,  -58193,  -2586,   54592,  109099, 2732466
"1983:Q3", 12888248,485.11, 14619300,550.27, 1731052, 65.16, 5365336,201.95,  9253964,348.32, 1087568, 40.94, 420612,15.83, 222872, 8.39, 3594626,135.30,1151849,43.36, 618861,23.29, 2156105, 81.16,  988741, 37.22,  198173, 7.46, 482702,18.17,  87315, 3.29, 2028525, 76.35, 2415706, 90.93, 896697,33.75,  159299,  -33820,  46328,   54727,   92064, 2656772
"1983:Q2", 12728949,492.64, 14402188,557.40, 1673239, 64.76, 5290283,204.75,  9111905,352.65, 1053751, 40.78, 403838,15.63, 215650, 8.35, 3548174,137.32,1132479,43.83, 609630,23.59, 2099980, 81.27, 1022313, 39.57,  198422, 7.68, 440976,17.07,  82713, 3.20, 1979713, 76.62, 2406290, 93.13, 881499,34.12,  297726,  133116,  35824,   52438,   76347, 2583834
"1983:Q1", 12431224,488.98, 14053363,552.79, 1622139, 63.81, 5221901,205.40,  8831462,347.38, 1026258, 40.37, 391910,15.42, 203971, 8.02, 3500620,137.70,1117313,43.95, 603968,23.76, 2061775, 81.10,  916878, 36.07,  170740, 6.72, 410364,16.14,  77500, 3.05, 1929481, 75.90, 2410897, 94.83, 853826,33.59,  340408,   99841,  21320,   58016,  161231, 2542271
"1982:Q4", 12090816,484.30, 13719768,549.55, 1628952, 65.25, 5148139,206.21,  8571629,343.34, 1031175, 41.30, 396718,15.89, 201059, 8.05, 3447373,138.09,1102424,44.16, 598342,23.97, 2004698, 80.30,  837851, 33.56,  149926, 6.01, 393597,15.77,  72948, 2.92, 1880187, 75.31, 2388484, 95.67, 843937,33.80,  320224,  168194,   2244,   40994,  108792, 2496537
"1982:Q3", 11770592,478.41, 13364841,543.21, 1594249, 64.80, 5096982,207.17,  8267859,336.04, 1017736, 41.37, 386815,15.72, 189698, 7.71, 3409839,138.59,1093074,44.43, 594069,24.15, 1943559, 79.00,  686458, 27.90,  133125, 5.41, 394732,16.04,  69569, 2.83, 1838181, 74.71, 2384818, 96.93, 817417,33.22,  219073,   58502,  37814,   13275,  109483, 2460346
"1982:Q2", 11551519,479.36, 13135794,545.10, 1584275, 65.74, 5075194,210.61,  8060600,334.49, 1019260, 42.30, 380887,15.81, 184128, 7.64, 3402543,141.20,1085441,45.04, 587210,24.37, 1881494, 78.08,  645931, 26.80,  115150, 4.78, 359863,14.93,  66624, 2.76, 1796043, 74.53, 2389922, 99.18, 805572,33.43,  140394,  -28282,  20734,   31480,  116462, 2409803
"1982:Q1", 11411125,481.04, 12971188,546.80, 1560063, 65.76, 5030489,212.06,  7940699,334.74, 1007909, 42.49, 373537,15.75, 178617, 7.53, 3379724,142.47,1073389,45.25, 577376,24.34, 1828668, 77.09,  674492, 28.43,  114872, 4.84, 341919,14.41,  63833, 2.69, 1752407, 73.87, 2378745,100.28, 785762,33.12,  145569, -124180,  18783,  100040,  150926, 2372184
"1981:Q4", 11265556,482.05, 12821551,548.63, 1555995, 66.58, 4916768,210.39,  7904783,338.24,  998261, 42.72, 377882,16.17, 179852, 7.70, 3292960,140.90,1060779,45.39, 563029,24.09, 1776255, 76.01,  795965, 34.06,  117579, 5.03, 326314,13.96,  60655, 2.60, 1710221, 73.18, 2345339,100.36, 772456,33.05,  314742,   69140,  14511,   60563,  170528, 2337014
"1981:Q3", 10950814,476.10, 12475330,542.38, 1524516, 66.28, 4842006,210.51,  7633324,331.87,  981849, 42.69, 371928,16.17, 170739, 7.42, 3243369,141.01,1047927,45.56, 550710,23.94, 1685555, 73.28,  734663, 31.94,  109741, 4.77, 315671,13.72,  56788, 2.47, 1670141, 72.61, 2308707,100.37, 752059,32.70,  106235, -157032,  22427,  106077,  134763, 2300120
"1981:Q2", 10844579,489.49, 12338107,556.91, 1493528, 67.41, 4715758,212.86,  7622349,344.05,  964154, 43.52, 361610,16.32, 167764, 7.57, 3145246,141.97,1029018,46.45, 541494,24.44, 1621648, 73.20,  879520, 39.70,  121915, 5.50, 295043,13.32,  54988, 2.48, 1630230, 73.58, 2281103,102.96, 737901,33.31,  286971,  -21623,   7894,  178305,  122395, 2215467
"1981:Q1", 10557608,484.95, 12013736,551.83, 1456128, 66.88, 4514682,207.37,  7499054,344.46,  940590, 43.20, 353902,16.26, 161636, 7.42, 2976773,136.73,1007783,46.29, 530126,24.35, 1582832, 72.70,  899135, 41.30,  123923, 5.69, 289918,13.32,  52220, 2.40, 1588831, 72.98, 2239467,102.87, 722728,33.20,  191765,    3833,  -1030,   45184,  143778, 2177067
"1980:Q4", 10365843,487.62, 11812726,555.69, 1446883, 68.06, 4451130,209.39,  7361596,346.30,  926526, 43.59, 358044,16.84, 162313, 7.64, 2943161,138.45, 990869,46.61, 517100,24.33, 1542602, 72.57,  896643, 42.18,  122582, 5.77, 293025,13.78,  50142, 2.36, 1548800, 72.86, 2187652,102.91, 720149,33.88,  324114,  100149,  15485,   59694,  148786, 2125789
"1980:Q3", 10041729,490.55, 11446162,559.16, 1404433, 68.61, 4369625,213.46,  7076537,345.70,  901374, 44.03, 350336,17.11, 152723, 7.46, 2898047,141.57, 970394,47.40, 501184,24.48, 1495267, 73.05,  806795, 39.41,  112281, 5.49, 279196,13.64,  48486, 2.37, 1511893, 73.86, 2116174,103.38, 706444,34.51,  391792,  102473,   8572,  124751,  155996, 2047035
"1980:Q2",  9649937,487.72, 11018371,556.88, 1368434, 69.16, 4223728,213.47,  6794643,343.41,  873960, 44.17, 345637,17.47, 148837, 7.52, 2784958,140.75, 950756,48.05, 488014,24.66, 1445181, 73.04,  715648, 36.17,  100956, 5.10, 272982,13.80,  46128, 2.33, 1475421, 74.57, 2051922,103.71, 686405,34.69,  345991,  101522,   7205,   86776,  150488, 1978594
"1980:Q1",  9303945,477.52, 10654130,546.82, 1350185, 69.30, 4113142,211.11,  6540988,335.72,  856228, 43.95, 349662,17.95, 144295, 7.41, 2709296,139.05, 928540,47.66, 475306,24.39, 1406373, 72.18,  625258, 32.09,   89824, 4.61, 269806,13.85,  42099, 2.16, 1437631, 73.79, 1994158,102.35, 675840,34.69,  197786,  -66575,  14535,  116504,  133321, 1948375
"1979:Q4",  9106160,483.24, 10427331,553.36, 1321171, 70.11, 3961948,210.25,  6465383,343.10,  826724, 43.87, 354616,18.82, 139831, 7.42, 2603271,138.15, 895576,47.53, 463101,24.58, 1375945, 73.02,  684612, 36.33,   97045, 5.15, 258430,13.71,  38939, 2.07, 1401056, 74.35, 1944220,103.18, 665136,35.30,  272936,   32168,  37948,   88962,  113857, 1884378
"1979:Q3",  8833224,481.10, 10108928,550.58, 1275704, 69.48, 3845262,209.43,  6263666,341.15,  795927, 43.35, 341528,18.60, 138249, 7.53, 2527395,137.65, 869110,47.34, 448757,24.44, 1353202, 73.70,  652390, 35.53,   97098, 5.29, 219897,11.98,  39524, 2.15, 1373132, 74.79, 1883999,102.61, 644424,35.10,  281947,   44495,   7425,  104456,  125570, 1836048
"1979:Q2",  8551277,479.55,  9776574,548.26, 1225297, 68.71, 3717513,208.47,  6059061,339.79,  763421, 42.81, 327319,18.36, 134557, 7.55, 2438382,136.74, 847060,47.50, 432071,24.23, 1312035, 73.58,  613786, 34.42,   91207, 5.11, 214404,12.02,  37592, 2.11, 1345725, 75.47, 1816155,101.85, 628158,35.23,  276101,   12930,  17038,  128343,  117790, 1783199
"1979:Q1",  8275176,472.45,  9452918,539.69, 1177742, 67.24, 3561950,203.36,  5890968,336.33,  733605, 41.88, 313819,17.92, 130318, 7.44, 2324853,132.73, 821082,46.88, 416015,23.75, 1281851, 73.18,  602005, 34.37,   90058, 5.14, 199668,11.40,  35289, 2.01, 1316942, 75.19, 1750402, 99.93, 614752,35.10,  315148,   42428,  13305,  126725,  132690, 1751557
"1978:Q4",  7960028,468.58,  9110226,536.29, 1150198, 67.71, 3407984,200.62,  5702242,335.67,  708641, 41.72, 311305,18.33, 130252, 7.67, 2210877,130.15, 795098,46.81, 402009,23.67, 1259215, 74.13,  567841, 33.43,   81794, 4.81, 187727,11.05,  33925, 2.00, 1289528, 75.91, 1675017, 98.60, 607194,35.74,  182510,  -32179,   1222,   93525,  119943, 1698742
"1978:Q3",  7777518,469.57,  8885193,536.45, 1107675, 66.88, 3288652,198.55,  5596541,337.89,  678951, 40.99, 298022,17.99, 130702, 7.89, 2129042,128.54, 770497,46.52, 389113,23.49, 1236176, 74.63,  594913, 35.92,   86902, 5.25, 186829,11.28,  33602, 2.03, 1263770, 76.30, 1616962, 97.62, 577388,34.86,  246384,   44397,   6841,   91734,  103412, 1656310
"1978:Q2",  7531134,466.28,  8591240,531.92, 1060106, 65.64, 3172605,196.43,  5418635,335.49,  648036, 40.12, 284526,17.62, 127544, 7.90, 2047892,126.79, 747344,46.27, 377369,23.36, 1203902, 74.54,  559106, 34.62,   78312, 4.85, 180140,11.15,  33450, 2.07, 1238585, 76.69, 1562983, 96.77, 562158,34.81,  247348,   40878,   3875,  105861,   96734, 1615146
"1978:Q1",  7283786,465.09,  8293533,529.57, 1009747, 64.48, 3042463,194.27,  5251070,335.30,  621021, 39.65, 266971,17.05, 121755, 7.77, 1953165,124.72, 724166,46.24, 365132,23.31, 1176761, 75.14,  525569, 33.56,   70971, 4.53, 177279,11.32,  32436, 2.07, 1211801, 77.38, 1505372, 96.12, 550881,35.18,  173491,  -36304,   6206,   75087,  128502, 1566088
"1977:Q4",  7110295,465.07,  8097133,529.61,  986838, 64.55, 2947334,192.78,  5149799,336.83,  602997, 39.44, 264892,17.33, 118949, 7.78, 1886806,123.41, 705116,46.12, 355412,23.25, 1146108, 74.96,  559025, 36.56,   73819, 4.83, 171973,11.25,  31535, 2.06, 1186319, 77.59, 1443282, 94.40, 537737,35.17,  157308,  -32641,   5732,   86196,   98021, 1528880
"1977:Q3",  6952987,470.05,  7901991,534.21,  949004, 64.16, 2839343,191.95,  5062648,342.26,  579911, 39.20, 252953,17.10, 116140, 7.85, 1809353,122.32, 684267,46.26, 345723,23.37, 1121835, 75.84,  591498, 39.99,   73987, 5.00, 167565,11.33,  30211, 2.04, 1163895, 78.68, 1392180, 94.12, 521477,35.25,  139967,  -33416,   4428,   77538,   91417, 1479197
"1977:Q2",  6813019,474.01,  7723839,537.37,  910820, 63.37, 2742979,190.84,  4980860,346.54,  554091, 38.55, 242048,16.84, 114681, 7.98, 1740633,121.10, 666297,46.36, 336049,23.38, 1088395, 75.72,  622067, 43.28,   76834, 5.35, 164767,11.46,  28581, 1.99, 1141683, 79.43, 1347785, 93.77, 510749,35.53,  179816,   16354,  -2136,   98212,   67387, 1437330
"1977:Q1",  6633203,473.79,  7505290,536.09,  872087, 62.29, 2630011,187.86,  4875279,348.23,  531310, 37.95, 229155,16.37, 111622, 7.97, 1650002,117.86, 652321,46.59, 327688,23.41, 1064559, 76.04,  608789, 43.48,   73758, 5.27, 168855,12.06,  26629, 1.90, 1118151, 79.87, 1314418, 93.89, 500120,35.72,  109554,  -62018,   1826,   69333,  100414, 1400016
"1976:Q4",  6523649,475.44,  7378956,537.77,  855307, 62.33, 2543119,185.34,  4835837,352.43,  517073, 37.68, 228961,16.69, 109273, 7.96, 1589977,115.88, 635521,46.32, 317621,23.15, 1029651, 75.04,  664031, 48.39,   80534, 5.87, 167885,12.24,  25773, 1.88, 1095899, 79.87, 1279516, 93.25, 492548,35.90,  168222,   25330,   2932,   53464,   86496, 1372140
"1976:Q3",  6355426,473.49,  7182599,535.11,  827173, 61.63, 2471455,184.13,  4711144,350.99,  501121, 37.33, 220688,16.44, 105364, 7.85, 1541764,114.86, 618240,46.06, 311451,23.20, 1002585, 74.69,  640103, 47.69,   79131, 5.90, 165644,12.34,  25082, 1.87, 1080833, 80.52, 1241278, 92.48, 476488,35.50,  115572,    9820,   4467,   36724,   64561, 1342259
"1976:Q2",  6239854,475.64,  7041867,536.77,  802013, 61.13, 2420317,184.49,  4621550,352.28,  483990, 36.89, 213148,16.25, 104875, 7.99, 1510149,115.11, 604643,46.09, 305525,23.29,  980486, 74.74,  629097, 47.95,   80317, 6.12, 161421,12.30,  24838, 1.89, 1066239, 81.27, 1212595, 92.43, 466557,35.56,  177068,   18928,   4142,   71903,   82094, 1311899
"1976:Q1",  6062786,468.67,  6838047,528.60,  775261, 59.93, 2335041,180.51,  4503006,348.10,  469994, 36.33, 204908,15.84, 100359, 7.76, 1444386,111.66, 592015,45.76, 298640,23.09,  951673, 73.57,  610222, 47.17,   80264, 6.20, 157990,12.21,  24127, 1.87, 1050169, 81.18, 1169742, 90.42, 458821,35.47,  200321,   96785,  -2225,   33728,   72033, 1293610
"1975:Q4",  5862465,463.74,  6628196,524.31,  765731, 60.57, 2286518,180.87,  4341678,343.44,  459087, 36.32, 206996,16.37,  99648, 7.88, 1413658,111.83, 577996,45.72, 294864,23.32,  927696, 73.38,  523873, 41.44,   69828, 5.52, 160803,12.72,  23539, 1.86, 1035177, 81.89, 1149591, 90.94, 451171,35.69,  166920,   43647,  11483,   41870,   69920, 1264165
"1975:Q3",  5695545,461.68,  6437558,521.83,  742013, 60.15, 2228768,180.66,  4208790,341.17,  446324, 36.18, 201183,16.31,  94506, 7.66, 1374568,111.42, 562756,45.62, 291444,23.62,  905665, 73.41,  486024, 39.40,   64030, 5.19, 150147,12.17,  22711, 1.84, 1013762, 82.18, 1128208, 91.45, 438242,35.52,   -4287,  -80173,  16537,     309,   59040, 1233647
"1975:Q2",  5699832,463.82,  6421762,522.57,  721930, 58.75, 2216133,180.34,  4205629,342.23,  434575, 35.36, 195933,15.94,  91422, 7.44, 1376129,111.98, 551050,44.84, 288954,23.51,  888178, 72.28,  556835, 45.31,   73392, 5.97, 134888,10.98,  21433, 1.74,  992551, 80.77, 1109653, 90.30, 428699,34.89,  233385,   82680,   -184,   59169,   91721, 1228887
"1975:Q1",  5466446,471.07,  6174346,532.07,  707900, 61.00, 2142403,184.62,  4031943,347.45,  424313, 36.57, 195912,16.88,  87675, 7.56, 1320641,113.81, 537379,46.31, 284383,24.51,  859589, 74.07,  485182, 41.81,   62366, 5.37, 136306,11.75,  20199, 1.74,  970111, 83.60, 1079881, 93.06, 418310,36.05,  253383,  107460,  -1439,   65162,   82200, 1160434
"1974:Q4",  5213064,456.94,  5921640,519.05,  708576, 62.11, 2064417,180.95,  3857223,338.10,  419339, 36.76, 201926,17.70,  87311, 7.65, 1261141,110.54, 525671,46.08, 277605,24.33,  842908, 73.88,  391408, 34.31,   48679, 4.27, 138999,12.18,  18945, 1.66,  948607, 83.15, 1051038, 92.13, 416638,36.52,  138604,     830,  10103,   42290,   85382, 1140869
"1974:Q3",  5074460,455.44,  5769846,517.85,  695386, 62.41, 2002021,179.68,  3767825,338.17,  411381, 36.92, 201241,18.06,  82764, 7.43, 1228579,110.27, 506982,45.50, 266460,23.92,  822760, 73.84,  395668, 35.51,   43590, 3.91, 129895,11.66,  17947, 1.61,  927519, 83.25, 1020045, 91.55, 410401,36.83,  -40122, -157824,  -9409,   13921,  113190, 1114191
"1974:Q2",  5114581,471.83,  5791548,534.28,  676967, 62.45, 1962169,181.01,  3829379,353.27,  400439, 36.94, 196777,18.15,  79751, 7.36, 1224908,113.00, 482332,44.50, 254929,23.52,  813250, 75.02,  537817, 49.61,   59265, 5.47, 140069,12.92,  17181, 1.59,  906585, 83.63,  977979, 90.22, 377233,34.80,  -17242,  -81148,   -278,    -901,   65084, 1083985
"1974:Q1",  5131824,482.30,  5788000,543.97,  656176, 61.67, 1944362,182.73,  3843638,361.23,  389858, 36.64, 190460,17.90,  75858, 7.13, 1234864,116.05, 464644,43.67, 244854,23.01,  796820, 74.89,  612434, 57.56,   65795, 6.18, 140679,13.22,  16849, 1.58,  884470, 83.12,  957696, 90.01, 368893,34.67,   30787,  -36162,   8293,  -10246,   68901, 1064035
"1973:Q4",  5101037,485.49,  5752964,547.54,  651927, 62.05, 1943148,184.94,  3809816,362.60,  382218, 36.38, 192980,18.37,  76729, 7.30, 1251410,119.10, 454032,43.21, 237706,22.62,  778900, 74.13,  647173, 61.59,   67218, 6.40, 133185,12.68,  16050, 1.53,  863344, 82.17,  938099, 89.28, 365847,34.82,  -36604, -147426,   1811,   42348,   66662, 1050700
