,S&P 500,S&P 500,S&P 500
Reported,Weekly,Weekly,Weekly
Date,High,Low,Close
9-11-87,321.98,313.56,321.98
9-18-87,323.08,314.86,314.86
9-25-87,321.19,310.54,320.16
10-2-87,328.07,321.69,328.07
10-9-87,328.08,311.07,311.07
10-16-87,314.52,282.70,282.70
10-23-87,258.39,224.84,248.22
10-30-87,251.79,227.67,251.79
11-6-87,255.75,248.31,250.41
11-13-87,248.52,239.00,245.64
11-20-87,246.76,240.05,242.00
11-27-87,246.39,240.34,240.34
12-4-87,233.45,223.92,223.92
12-11-87,238.89,228.76,235.32
12-18-87,249.16,242.19,249.16
12-24-87,253.16,249.54,252.02
12-31-87,247.86,244.59,247.08
1-8-88,261.07,243.40,243.40
1-15-88,252.05,245.42,252.05
1-22-88,251.88,242.63,246.50
1-29-88,257.07,249.38,257.07
2-5-88,255.57,250.96,250.96
2-12-88,257.63,249.10,257.63
2-19-88,261.61,257.91,261.61
2-26-88,265.64,261.58,262.46
3-4-88,267.98,267.22,267.30
3-11-88,269.43,263.84,264.94
3-18-88,271.22,266.13,271.12
3-25-88,268.91,258.51,258.51
4-1-88,260.07,258.06,258.89
4-8-88,269.43,256.09,269.43
4-15-88,271.55,259.75,259.77
4-22-88,260.14,256.13,260.14
4-29-88,263.93,261.33,261.33
5-6-88,263.00,257.48,257.48
5-13-88,257.62,253.31,256.78
5-20-88,258.71,251.35,253.02
5-27-88,254.63,250.83,253.42
6-3-88,266.69,262.16,266.45
6-10-88,271.52,265.17,271.26
6-17-88,274.44,269.77,270.68
6-24-88,275.66,268.94,273.78
7-1-88,273.50,269.07,271.78
7-8-88,275.80,270.02,270.02
7-15-88,272.05,267.77,272.05
7-22-88,270.51,263.50,263.50
7-29-88,272.02,262.50,272.02
8-5-88,272.98,271.15,271.15
8-12-88,269.98,261.90,262.55
8-19-88,261.03,258.69,260.24
8-26-88,261.13,256.98,259.68
9-2-88,264.48,258.35,264.48
9-9-88,266.84,265.59,266.84
9-16-88,270.65,266.47,270.65
9-23-88,270.16,268.82,269.76
9-30-88,272.59,268.26,271.91
10-7-88,278.07,270.62,278.07
10-14-88,278.24,273.98,275.50
10-21-88,283.66,276.41,283.66
10-28-88,282.38,277.28,278.53
11-4-88,279.20,276.31,276.31
11-11-88,275.15,267.92,267.92
11-18-88,268.34,263.82,266.47
11-25-88,269.00,266.22,267.23
12-2-88,273.70,268.64,271.81
12-9-88,278.13,274.93,277.03
12-16-88,276.52,274.28,276.29
12-23-88,278.91,276.87,277.87
12-30-88,279.40,276.83,277.72
1-6-89,280.67,275.31,280.67
1-13-89,283.87,280.38,283.87
1-20-89,286.90,283.55,286.63
1-27-89,293.82,284.50,293.82
2-3-89,297.47,294.99,296.97
2-10-89,299.63,292.02,292.02
2-17-89,296.76,291.81,296.76
2-24-89,295.98,287.13,287.13
3-3-89,291.18,287.11,291.18
3-10-89,294.81,292.88,292.88
3-17-89,299.44,292.69,292.69
3-23-89,291.33,288.98,288.98
3-31-89,294.87,290.57,294.87
4-7-89,297.16,295.29,297.16
4-14-89,301.36,297.11,301.36
4-21-89,309.61,301.72,309.61
4-28-89,309.64,306.75,309.64
5-5-89,309.12,307.61,307.61
5-12-89,313.84,305.19,313.84
5-19-89,321.24,315.28,321.24
5-26-89,321.98,318.32,321.59
6-2-89,325.52,319.05,325.52
6-9-89,326.95,322.03,326.69
6-16-89,326.24,320.08,321.35
6-23-89,328.00,320.48,328.00
6-30-89,328.44,317.98,317.98
7-7-89,324.91,319.23,324.91
7-14-89,331.84,327.07,331.84
7-21-89,335.90,331.35,335.90
7-28-89,342.15,333.67,342.15
8-4-89,346.08,343.75,343.92
8-11-89,349.41,344.74,344.74
8-18-89,346.03,343.06,346.03
8-25-89,351.52,340.67,350.52
9-1-89,353.73,349.84,353.73
9-8-89,352.56,348.35,348.76
9-15-89,348.70,343.16,345.06
9-22-89,347.05,345.70,347.05
9-29-89,349.15,344.23,349.15
10-6-89,358.78,350.87,358.78
10-13-89,359.80,333.65,333.65
10-20-89,347.16,341.16,347.16
10-27-89,344.83,335.06,335.06
11-3-89,341.20,335.07,337.62
11-10-89,339.10,332.61,339.10
11-17-89,341.61,337.99,341.61
11-22-89,343.97,339.35,343.97
12-1-89,350.63,343.60,350.63
12-8-89,351.41,347.59,348.69
12-15-89,352.75,348.56,350.14
12-22-89,347.42,342.46,347.42
12-29-89,353.40,346.81,353.40
1-5-90,359.69,352.20,352.20
1-12-90,353.79,339.93,339.93
1-19-90,340.75,337.00,339.15
1-26-90,331.61,325.80,325.80
2-2-90,330.92,322.98,330.92
2-9-90,333.75,329.66,333.62
2-16-90,334.89,330.08,332.72
2-23-90,327.99,324.15,324.15
3-2-90,335.54,328.67,335.54
3-9-90,340.27,333.74,337.93
3-16-90,341.91,336.00,341.91
3-23-90,343.53,335.65,337.22
3-30-90,342.00,337.63,339.94
4-6-90,343.64,338.70,340.08
4-12-90,344.34,341.37,344.34
4-20-90,344.74,335.12,335.12
4-27-90,332.92,329.11,329.11
5-4-90,338.39,330.80,338.39
5-11-90,352.00,340.53,352.00
5-18-90,354.75,354.00,354.64
5-25-90,359.29,354.58,354.58
6-1-90,363.16,360.65,363.16
6-8-90,367.40,358.71,358.71
6-15-90,366.25,361.63,362.91
6-22-90,360.47,355.43,355.43
6-29-90,358.02,352.06,358.02
7-6-90,360.16,355.68,358.42
7-13-90,367.31,356.49,367.31
7-20-90,368.95,361.61,361.61
7-27-90,357.09,353.44,353.44
8-3-90,356.15,344.86,344.86
8-10-90,339.94,334.43,335.52
8-17-90,340.06,327.83,327.83
8-24-90,328.51,307.06,311.51
8-31-90,324.19,318.71,322.56
9-7-90,324.39,320.46,323.40
9-14-90,322.54,316.83,316.83
9-21-90,318.60,311.32,311.32
9-28-90,308.26,300.97,306.05
10-5-90,315.21,311.40,311.50
10-12-90,313.48,295.46,300.03
10-19-90,312.48,298.76,312.48
10-26-90,314.76,304.71,304.71
11-2-90,311.85,301.88,311.85
11-9-90,314.59,306.01,313.74
11-16-90,320.40,317.02,317.12
11-21-90,319.34,315.10,316.03
11-30-90,322.22,316.42,322.22
12-7-90,329.92,324.10,327.75
12-14-90,330.19,326.44,326.82
12-21-90,331.75,326.02,331.75
12-28-90,330.85,328.29,328.72
1-4-91,330.22,321.00,321.00
1-11-91,315.44,311.49,315.23
1-18-91,332.23,312.49,332.23
1-25-91,336.07,328.31,336.07
2-1-91,343.93,335.84,343.05
2-8-91,359.35,343.05,359.35
2-15-91,369.06,359.35,369.06
2-22-91,369.39,365.14,365.65
3-1-91,370.42,362.81,370.42
3-8-91,376.72,369.33,374.95
3-15-91,374.57,370.03,373.59
3-22-91,372.11,366.58,367.48
3-29-91,376.30,369.83,375.22
4-5-91,379.77,371.30,375.36
4-12-91,380.40,373.15,380.40
4-19-91,390.45,381.19,384.20
4-26-91,382.76,379.02,379.02
5-3-91,380.80,373.66,380.80
5-10-91,383.25,375.74,375.74
5-17-91,376.76,368.57,372.39
5-24-91,377.49,372.28,377.49
5-31-91,389.83,381.94,389.83
6-7-91,388.06,383.63,379.43
6-14-91,382.29,376.65,382.29
6-21-91,380.13,375.09,377.75
6-28-91,374.40,370.65,371.16
7-3-91,377.92,373.33,374.08
7-12-91,380.25,375.74,380.25
7-19-91,385.83,380.25,384.22
7-26-91,384.86,378.15,380.93
8-2-91,389.56,380.45,387.18
8-9-91,391.80,384.29,387.12
8-16-91,391.92,382.59,385.58
8-23-91,395.34,374.09,394.17
8-30-91,396.82,391.77,395.43
9-6-91,397.62,387.36,389.10
9-13-91,389.34,382.85,383.59
9-20-91,389.42,382.77,387.92
9-27-91,389.09,384.46,385.90
10-4-91,390.03,381.24,381.24
10-11-91,381.46,376.11,381.45
10-18-91,393.81,381.45,392.50
10-25-91,392.50,382.97,384.20
11-1-91,395.10,384.20,391.32
11-8-91,396.43,388.09,392.89
11-15-91,398.22,382.62,382.62
11-22-91,385.40,374.52,376.14
11-27-91,378.11,375.22,376.55
12-6-91,382.39,375.41,379.10
12-13-91,385.04,374.78,384.47
12-20-91,388.24,380.64,387.04
12-27-91,406.58,386.96,406.46
1-3-92,419.79,406.46,419.34
1-10-92,420.50,413.31,415.10
1-17-92,420.77,414.34,418.86
1-24-92,418.13,412.64,415.48
1-31-92,410.34,414.99,408.79
2-7-92,413.85,409.53,411.09
2-14-92,417.13,413.69,412.48
2-21-92,413.90,407.38,411.46
2-28-92,416.07,408.02,412.70
3-6-92,413.78,403.65,404.44
3-13-92,409.16,404.72,405.84
3-20-92,411.30,406.39,411.30
3-27-92,409.91,403.50,403.50
4-3-92,404.23,400.50,401.55
4-10-92,405.59,394.50,404.29
4-17-92,416.28,406.08,416.05
4-24-92,411.60,409.81,409.02
